Player,Nation,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Position_2,Position,League
Craig Dawson,ENG,Wolves,33,1990,24.5,1277,1236,38,29,2,22,1,1,0,0,0,0,1104,3,9,,Defender,Premier League
Kevin De Bruyne,BEL,Manchester City,32,1991,13.6,971,840,124,23,11,6,136,24,69,29,16,5,732,7,27,,Midfielder,Premier League
Charles De Ketelaere,BEL,Atalanta,22,2001,22.5,782,746,35,7,6,2,47,8,2,0,2,0,565,1,25,Midfielder,Forward,Serie A
Rodrigo De Paul,ARG,Atlético Madrid,29,1994,23.1,1553,1461,75,51,23,16,46,12,12,3,4,0,1291,17,23,,Midfielder,La Liga
Mattia De Sciglio,ITA,Juventus,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0,,Defender,Serie A
Lorenzo De Silvestri,ITA,Bologna,35,1988,7.5,432,365,66,16,0,1,9,50,0,0,0,0,373,1,7,,Defender,Serie A
Thibault De Smet,BEL,Reims,25,1998,20.3,1046,878,163,12,0,2,31,149,2,2,0,0,837,5,29,,Defender,Ligue 1
Koni De Winter,BEL,Genoa,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14,,Defender,Serie A
Grégoire Defrel,MTQ,Sassuolo,32,1991,8.4,221,209,10,1,0,0,2,3,2,0,0,0,187,2,6,Midfielder,Forward,Serie A
Alessandro Deiola,ITA,Cagliari,27,1995,17.9,524,511,11,4,2,11,15,7,0,0,0,0,364,2,10,,Midfielder,Serie A
Romain Del Castillo,FRA,Brest,27,1996,27.7,1469,1255,209,52,9,11,251,45,104,57,45,0,989,5,67,,Forward,Ligue 1
Thomas Delaine,FRA,Strasbourg,31,1992,22.7,882,699,179,24,2,1,104,146,9,0,8,0,638,4,25,Midfielder,Defender,Ligue 1
Sacha Delaye,FRA,Montpellier,21,2002,1.4,48,48,0,0,0,0,3,0,0,0,0,0,38,0,3,Forward,Midfielder,Ligue 1
Hannes Delcroix,BEL,Burnley,24,1999,6.5,350,320,29,3,0,0,5,26,0,0,0,0,300,1,2,,Defender,Premier League
Alessandro Dellavalle,ITA,Torino,19,2004,0.2,6,6,0,0,0,1,0,0,0,0,0,0,5,0,1,,Defender,Serie A
Olivier Deman,BEL,Werder Bremen,23,2000,15.2,730,607,121,6,0,5,45,110,4,2,1,0,543,2,28,,Defender,Bundesliga
Karamoko Dembele,SCO,Brest,20,2003,0.2,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0,Forward,Midfielder,Ligue 1
Ousmane Dembélé,FRA,Paris S-G,26,1997,16.7,1044,974,65,13,11,4,99,3,49,7,18,0,792,5,24,Forward,Midfielder,Ligue 1
Jessy Deminguet,FRA,Strasbourg,25,1998,7.7,258,231,25,13,1,3,9,5,7,2,1,0,221,2,1,Forward,Midfielder,Ligue 1
Ermedin Demirović,BIH,Augsburg,25,1998,31.9,574,523,44,3,3,1,10,4,1,0,0,0,371,7,35,Midfielder,Forward,Bundesliga
Diego Demme,GER,Napoli,31,1991,0.8,76,76,0,0,0,2,3,0,0,0,0,0,63,0,1,,Midfielder,Serie A
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Sepp van den Berg,NED,Mainz 05,21,2001,31.5,1469,1424,41,34,0,2,2,2,0,0,0,0,1190,4,10,,Defender,Bundesliga
Leander Dendoncker,BEL,Aston Villa,28,1995,1.3,56,56,0,0,0,1,0,0,0,0,0,0,45,0,0,,Midfielder,Premier League
Leander Dendoncker,BEL,Napoli,28,1995,0.3,27,26,1,1,0,0,0,0,0,0,0,0,23,0,0,,Midfielder,Serie A
Rémy Descamps,FRA,Nantes,27,1996,6.0,212,123,89,18,0,0,0,0,0,0,0,0,128,0,1,,Goalkeeper,Ligue 1
Mikkel Desler,DEN,Toulouse,28,1995,17.2,944,775,169,20,0,1,30,149,0,0,0,0,788,0,23,,Defender,Ligue 1
Arthur Desmas,FRA,Le Havre,29,1994,33.0,945,617,324,102,0,0,0,0,0,0,0,0,611,4,2,,Goalkeeper,Ligue 1
Mattia Destro,ITA,Empoli,32,1991,4.1,63,52,10,0,0,0,0,0,0,0,0,0,41,1,1,Midfielder,Forward,Serie A
Samuele Di Benedetto,GER,Stuttgart,18,2005,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,,Midfielder,Bundesliga
Federico Di Francesco,ITA,Lecce,29,1994,0.2,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0,Midfielder,Forward,Serie A
Raffaele Di Gennaro,ITA,Inter,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0,,Goalkeeper,Serie A
Michele Di Gregorio,ITA,Monza,26,1997,31.9,1350,1053,296,73,0,2,0,0,0,0,0,0,1054,1,1,,Goalkeeper,Serie A
Giovanni Di Lorenzo,ITA,Napoli,29,1993,35.9,2732,2336,386,42,6,26,126,343,1,0,0,0,2314,10,46,,Defender,Serie A
Alessandro Di Pardo,ITA,Cagliari,24,1999,4.0,175,146,29,0,0,1,18,29,0,0,0,0,115,0,7,Midfielder,Defender,Serie A
Boulaye Dia,SEN,Salernitana,26,1996,12.7,244,227,16,2,2,5,1,0,0,0,0,0,204,1,5,Midfielder,Forward,Serie A
Moussa Diaby,FRA,Aston Villa,24,1999,24.2,619,567,51,3,6,2,45,4,1,0,0,0,485,1,15,Midfielder,Forward,Premier League
Lamine Diack,SEN,Nantes,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Ligue 1
Mouctar Diakhaby,GUI,Valencia,26,1996,11.9,546,530,15,13,0,3,0,0,0,0,0,0,475,1,4,Midfielder,Defender,La Liga
Mamadou Diakhon,FRA,Reims,17,2005,2.3,48,46,2,0,1,1,4,2,0,0,0,0,38,0,0,Midfielder,Forward,Ligue 1
Bafodé Diakité,FRA,Lille,22,2001,18.8,1311,1209,102,45,0,3,3,49,0,0,0,0,1206,0,11,,Defender,Ligue 1
Ibrahim Diakité,GUI,Reims,19,2003,1.2,85,67,18,2,0,1,9,16,0,0,0,0,57,0,3,,Defender,Ligue 1
Moussa Diakité,MLI,Cádiz,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,La Liga
Oumar Diakité,CIV,Reims,19,2003,17.6,305,279,26,1,4,0,3,1,0,0,0,0,239,0,6,,Forward,Ligue 1
Amad Diallo,CIV,Manchester Utd,21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3,Midfielder,Forward,Premier League
Amadou Diallo,ENG,Newcastle Utd,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Midfielder,Premier League
Assane Diao,ESP,Betis,17,2005,11.6,264,261,2,0,0,0,9,0,0,0,0,0,200,1,12,,Forward,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Habib Diarra,SEN,Strasbourg,19,2004,25.6,874,850,23,8,3,4,22,4,3,2,0,0,735,1,13,Forward,Midfielder,Ligue 1
Moussa Diarra,MLI,Toulouse,22,2000,15.5,680,587,90,25,1,2,16,59,0,0,0,0,550,3,19,,Defender,Ligue 1
Rúben Dias,POR,Manchester City,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8,,Defender,Premier League
Krépin Diatta,SEN,Monaco,24,1999,13.4,787,629,152,16,0,5,39,126,10,4,4,0,602,6,13,Forward,Defender,Ligue 1
Mory Diaw,SEN,Clermont Foot,30,1993,30.0,1245,952,289,113,1,7,0,0,0,0,0,0,848,4,1,,Goalkeeper,Ligue 1
Mahamadou Diawara,FRA,Lyon,18,2005,4.0,147,144,2,2,0,0,2,0,0,0,0,0,125,1,4,,Midfielder,Ligue 1
Brahim Díaz,MAR,Real Madrid,23,1999,17.2,740,705,29,8,7,2,31,6,7,3,2,0,624,6,12,Midfielder,Forward,La Liga
Luis Díaz,COL,Liverpool,26,1997,29.2,1075,1040,29,4,4,11,26,24,0,0,0,0,898,6,29,,Forward,Premier League
Víctor Díaz,ESP,Granada,35,1988,1.8,74,63,9,6,0,0,0,3,0,0,0,0,47,2,4,Midfielder,Defender,La Liga
Famara Diedhiou,SEN,Granada,30,1992,1.0,41,40,1,0,0,0,2,1,0,0,0,0,20,0,4,Midfielder,Forward,La Liga
Justin Diehl,GER,Köln,18,2004,1.9,64,48,16,2,0,0,18,1,13,7,6,0,41,0,1,Midfielder,Forward,Bundesliga
Bamba Dieng,SEN,Lorient,23,2000,6.1,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2,,Forward,Ligue 1
Eric Dier,ENG,Tottenham,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0,,Defender,Premier League
Eric Dier,ENG,Bayern Munich,29,1994,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4,,Defender,Bundesliga
Guillaume Dietsch,FRA,Metz,22,2001,0.8,26,12,14,7,0,0,0,0,0,0,0,0,15,0,0,,Goalkeeper,Ligue 1
Florian Dietz,GER,Köln,24,1998,0.8,19,18,1,0,0,0,0,0,0,0,0,0,13,0,1,Midfielder,Forward,Bundesliga
Lucas Digne,FRA,Aston Villa,30,1993,26.8,1351,1095,253,36,0,4,154,181,36,25,5,0,1015,3,42,,Defender,Premier League
Federico Dimarco,ITA,Inter,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34,,Defender,Serie A
Stole Dimitrievski,MKD,Rayo Vallecano,29,1993,37.0,1198,794,401,134,0,5,0,0,0,0,0,0,732,3,0,,Goalkeeper,La Liga
Junior Dina Ebimbe,FRA,Eint Frankfurt,22,2000,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27,Defender,Midfielder,Bundesliga
Eren Dinkçi,GER,Heidenheim,21,2001,29.4,819,791,25,3,2,5,79,18,3,0,3,0,508,3,52,Midfielder,Forward,Bundesliga
Sinaly Diomande,CIV,Lyon,22,2001,9.9,570,554,15,13,1,3,1,2,0,0,0,0,521,1,3,,Defender,Ligue 1
Edan Diop,FRA,Monaco,18,2004,1.8,97,86,10,1,0,0,2,9,0,0,0,0,71,1,3,Defender,Midfielder,Ligue 1
Issa Diop,FRA,Fulham,26,1997,15.8,1080,1041,37,22,1,5,0,2,0,0,0,0,950,2,13,,Defender,Premier League
Sofiane Diop,FRA,Nice,23,2000,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2,,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Andy Diouf,FRA,Lens,20,2003,14.6,737,689,45,13,1,0,47,0,32,15,14,0,591,3,27,,Midfielder,Ligue 1
Yehvann Diouf,FRA,Reims,23,1999,34.0,1301,1065,227,70,0,3,0,0,0,0,0,0,1020,9,1,,Goalkeeper,Ligue 1
Axel Disasi,FRA,Chelsea,25,1998,28.7,2256,2153,98,49,3,11,10,43,0,0,0,0,2031,5,19,,Defender,Premier League
Tiago Djaló,POR,Juventus,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1,,Defender,Serie A
Chaim El Djebali,TUN,Lyon,19,2004,0.1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,1,,Midfielder,Ligue 1
Djené,TOG,Getafe,31,1991,27.6,1121,1049,69,21,0,4,30,48,0,0,0,0,861,3,14,Midfielder,Defender,La Liga
Koffi Djidji,CIV,Torino,30,1992,8.4,434,411,20,10,0,0,2,10,0,0,0,0,372,3,3,,Defender,Serie A
Berat Djimsiti,ALB,Atalanta,30,1993,31.5,1661,1584,75,58,1,6,6,17,0,0,0,0,1454,2,11,,Defender,Serie A
Marko Dmitrović,SRB,Sevilla,31,1992,13.0,394,291,102,23,0,0,0,0,0,0,0,0,292,1,0,,Goalkeeper,La Liga
Ben Doak,SCO,Liverpool,17,2005,0.2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,,Forward,Premier League
Ritsu Doan,JPN,Freiburg,25,1998,25.0,713,678,31,11,5,6,61,5,15,10,5,0,504,4,26,Midfielder,Defender,Bundesliga
Lewis Dobbin,ENG,Everton,20,2003,2.6,65,60,3,1,0,0,7,2,0,0,0,0,44,2,3,,Midfielder,Premier League
Dodô,BRA,Fiorentina,24,1998,5.8,347,296,50,4,1,1,19,46,0,0,0,0,278,1,6,,Defender,Serie A
Danilho Doekhi,NED,Union Berlin,25,1998,24.0,919,894,23,21,0,5,4,2,0,0,0,0,738,2,9,,Defender,Bundesliga
Matt Doherty,IRL,Wolves,31,1992,12.8,653,566,87,11,0,5,13,76,0,0,0,0,515,0,18,Midfielder,Defender,Premier League
Josh Doig,SCO,Hellas Verona,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9,,Defender,Serie A
Josh Doig,SCO,Sassuolo,21,2002,14.9,591,413,177,4,0,2,47,172,1,0,1,0,404,1,19,,Defender,Serie A
Jeremy Doku,BEL,Manchester City,21,2002,17.7,852,844,8,0,2,2,61,5,3,0,0,0,693,0,34,Midfielder,Forward,Premier League
Jeremy Doku,BEL,Rennes,21,2002,1.2,49,49,0,0,0,0,1,0,0,0,0,0,43,0,1,,Forward,Ligue 1
Jaume Doménech,ESP,Valencia,32,1990,0.9,31,18,13,6,0,0,0,0,0,0,0,0,13,0,0,,Goalkeeper,La Liga
Carlos Dominguez,ESP,Celta Vigo,22,2001,17.6,864,831,30,27,0,12,3,3,0,0,0,0,681,3,10,,Defender,La Liga
Mario Dominguez,ESP,Valencia,19,2004,0.3,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0,,Forward,La Liga
Nicolás Domínguez,ARG,Nott'ham Forest,25,1998,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13,Forward,Midfielder,Premier League
Nicolás Domínguez,ARG,Bologna,25,1998,1.1,92,90,2,1,0,0,0,1,0,0,0,0,83,0,1,,Midfielder,Serie A
Giulio Donati,ITA,Monza,33,1990,0.4,46,40,6,1,0,0,4,5,0,0,0,0,38,0,1,,Defender,Serie A
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Jamie Donley,ENG,Tottenham,18,2005,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,Premier League
Gianluigi Donnarumma,ITA,Paris S-G,24,1999,24.1,773,609,163,31,0,0,0,1,0,0,0,0,686,1,0,,Goalkeeper,Ligue 1
Patrick Dorgu,DEN,Lecce,18,2004,17.4,729,612,115,19,0,5,41,91,5,0,0,0,582,2,16,Midfielder,Defender,Serie A
Niklas Dorsch,GER,Augsburg,25,1998,15.4,628,600,25,22,2,4,3,0,1,0,1,0,545,3,5,,Midfielder,Bundesliga
Alberto Dossena,ITA,Cagliari,24,1998,33.1,1305,1255,49,41,3,11,1,7,0,0,0,0,1042,1,8,,Defender,Serie A
Carlos Dotor,ESP,Celta Vigo,22,2001,7.9,350,339,10,2,1,0,9,4,3,3,0,0,289,1,7,,Midfielder,La Liga
Abdoulaye Doucouré,MLI,Everton,30,1993,29.2,893,876,16,0,1,1,26,0,0,0,0,0,683,1,29,Midfielder,Forward,Premier League
Cheick Doucouré,MLI,Crystal Palace,23,2000,10.2,422,418,4,4,5,0,1,0,0,0,0,0,367,0,7,,Midfielder,Premier League
Siriné Doucouré,MLI,Lorient,21,2002,4.7,94,87,7,0,2,1,1,0,0,0,0,0,71,0,1,,Forward,Ligue 1
Désiré Doué,FRA,Rennes,18,2005,18.1,779,734,41,18,6,6,70,4,18,11,7,0,576,4,24,Forward,Midfielder,Ligue 1
Guela Doué,CIV,Rennes,20,2002,13.7,669,556,113,8,2,1,43,105,0,0,0,0,502,0,18,,Defender,Ligue 1
Alfie Doughty,ENG,Luton Town,23,1999,32.5,1686,1190,489,89,0,9,340,249,151,66,80,5,1121,7,60,,Defender,Premier League
Douglas,BRA,Nantes,26,1997,19.7,1040,991,47,34,4,8,20,2,11,8,2,0,904,2,11,,Midfielder,Ligue 1
Ismaël Doukouré,FRA,Strasbourg,20,2003,18.4,771,729,40,23,4,7,0,8,0,0,0,0,660,2,9,Defender,Midfielder,Ligue 1
Kamory Doumbia,MLI,Brest,20,2003,9.8,487,472,14,5,2,0,8,3,2,0,2,0,420,1,8,,Midfielder,Ligue 1
Anastasios Douvikas,GRE,Celta Vigo,23,1999,10.1,166,154,12,0,1,1,2,0,0,0,0,0,105,0,4,,Forward,La Liga
Artem Dovbyk,UKR,Girona,26,1997,28.7,392,359,28,0,2,2,1,0,0,0,0,0,277,5,16,,Forward,La Liga
Nikola Dovedan,AUT,Heidenheim,29,1994,7.3,204,187,16,2,4,1,8,3,3,0,0,0,125,1,15,Forward,Midfielder,Bundesliga
Damion Downs,GER,Köln,19,2004,2.0,36,35,1,0,0,0,1,1,0,0,0,0,24,0,4,Midfielder,Forward,Bundesliga
Tommy Doyle,ENG,Wolves,21,2001,13.6,955,878,69,44,2,15,28,8,15,8,3,0,801,8,11,,Midfielder,Premier League
Radu Drăgușin,ROU,Tottenham,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3,,Defender,Premier League
Radu Drăgușin,ROU,Genoa,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3,,Defender,Serie A
Dion Drena Beljo,CRO,Augsburg,21,2002,6.5,160,150,9,0,2,1,3,2,0,0,0,0,115,1,2,Midfielder,Forward,Bundesliga
Tim Drexler,GER,Hoffenheim,18,2005,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1,,Defender,Bundesliga
Domingos Duarte,POR,Getafe,28,1995,10.1,380,365,13,11,1,3,1,1,0,0,0,0,294,2,4,,Defender,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Rubén Duarte,ESP,Alavés,27,1995,20.9,827,658,160,55,0,8,70,104,1,0,0,0,566,9,10,,Defender,La Liga
Martin Dúbravka,SVK,Newcastle Utd,34,1989,22.1,651,443,206,37,0,1,0,0,0,0,0,0,519,2,0,,Goalkeeper,Premier League
Marvin Ducksch,GER,Werder Bremen,29,1994,30.0,950,751,192,55,11,10,159,5,97,35,49,0,566,7,16,,Forward,Bundesliga
Ondrej Duda,SVK,Hellas Verona,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19,,Midfielder,Serie A
Denzel Dumfries,NED,Inter,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16,,Defender,Serie A
Paul Dummett,WAL,Newcastle Utd,31,1991,0.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0,,Defender,Premier League
Alfred Duncan,GHA,Fiorentina,30,1993,21.0,1030,961,63,22,5,18,65,5,35,11,17,0,800,6,22,,Midfielder,Serie A
Lewis Dunk,ENG,Brighton,31,1991,31.9,3233,3005,219,115,2,16,7,5,0,0,0,0,2977,9,5,,Defender,Premier League
Jhon Durán,COL,Aston Villa,19,2003,5.3,121,117,4,1,0,0,6,1,0,0,0,0,83,0,10,Midfielder,Forward,Premier League
Julien Duranville,BEL,Dortmund,17,2006,0.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Midfielder,Forward,Bundesliga
Hugo Duro,ESP,Valencia,23,1999,33.1,570,522,45,1,0,0,7,4,0,0,0,0,406,3,16,,Forward,La Liga
Jean-Kevin Duverne,HAI,Nantes,26,1997,15.0,743,653,86,15,0,2,13,71,0,0,0,0,597,4,11,,Defender,Ligue 1
Paulo Dybala,ARG,Roma,29,1993,21.8,1000,877,117,27,7,11,88,10,54,22,27,0,790,6,20,Midfielder,Forward,Serie A
Aron Dønnum,NOR,Toulouse,25,1998,17.7,571,545,24,5,4,13,28,10,9,2,5,0,428,2,17,Midfielder,Forward,Ligue 1
George Earthy,ENG,West Ham,18,2004,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0,,Forward,Premier League
Simon Ebonog,CMR,Le Havre,18,2004,0.2,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0,,Midfielder,Ligue 1
Festy Ebosele,IRL,Udinese,20,2002,18.9,419,358,60,2,1,5,45,58,0,0,0,0,278,1,21,,Defender,Serie A
Enzo Ebosse,CMR,Udinese,24,1999,0.1,15,15,0,0,0,0,0,0,0,0,0,0,12,0,0,,Defender,Serie A
Tyronne Ebuehi,NGA,Empoli,27,1995,12.2,570,442,127,9,0,3,23,118,0,0,0,0,426,1,19,,Defender,Serie A
Ederson,BRA,Manchester City,29,1993,30.9,1234,1077,157,43,0,9,0,0,0,0,0,0,1077,0,1,,Goalkeeper,Premier League
Éderson,BRA,Atalanta,24,1999,31.9,1662,1611,44,42,6,17,17,2,0,0,0,0,1390,7,27,,Midfielder,Serie A
Odsonne Édouard,FRA,Crystal Palace,25,1998,17.3,350,338,9,0,4,0,10,0,1,0,0,0,249,3,20,Midfielder,Forward,Premier League
John Egan,IRL,Sheffield Utd,30,1992,5.4,185,181,2,2,0,0,0,0,0,0,0,0,128,2,1,,Defender,Premier League
Maximilian Eggestein,GER,Freiburg,26,1996,32.4,1330,1296,28,21,4,2,9,5,0,0,0,0,1080,6,48,,Midfielder,Bundesliga
Lilian Egloff,GER,Stuttgart,20,2002,1.2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1,Defender,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Kingsley Ehizibue,NED,Udinese,28,1995,10.6,257,223,33,0,0,0,17,33,0,0,0,0,175,1,15,,Defender,Serie A
Hjalmar Ekdal,SWE,Burnley,24,1998,4.9,217,213,4,4,0,2,0,0,0,0,0,0,191,0,1,,Defender,Premier League
Hugo Ekitike,FRA,Paris S-G,21,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1,,Forward,Ligue 1
Hugo Ekitike,FRA,Eint Frankfurt,21,2002,8.0,193,180,12,0,1,2,9,0,0,0,0,0,131,1,11,,Forward,Bundesliga
Emmanuel Ekong,SWE,Empoli,21,2002,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,Forward,Serie A
Caleb Ekuban,GHA,Genoa,29,1994,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10,,Forward,Serie A
Anthony Elanga,SWE,Nott'ham Forest,21,2002,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37,Midfielder,Forward,Premier League
Simon Elisor,FRA,Metz,24,1999,8.5,157,139,18,0,0,0,4,0,0,0,0,0,111,0,5,,Forward,Ligue 1
Harvey Elliott,ENG,Liverpool,20,2003,15.0,986,932,44,4,3,8,62,10,19,9,7,0,825,10,17,Forward,Midfielder,Premier League
Elif Elmas,MKD,Napoli,23,1999,3.8,191,183,7,1,0,0,6,3,3,0,1,0,167,1,4,Midfielder,Forward,Serie A
Elif Elmas,MKD,RB Leipzig,23,1999,3.0,120,115,3,1,0,1,0,2,0,0,0,0,100,2,1,Forward,Midfielder,Bundesliga
Mohamed Elneny,EGY,Arsenal,31,1992,0.3,40,39,1,1,0,0,0,0,0,0,0,0,39,0,0,,Midfielder,Premier League
Aritz Elustondo,ESP,Real Sociedad,29,1994,9.0,468,417,51,14,0,1,1,37,0,0,0,0,402,0,3,,Defender,La Liga
Nico Elvedi,SUI,Gladbach,26,1996,27.6,1690,1605,83,32,2,1,3,26,0,0,0,0,1500,2,11,,Defender,Bundesliga
Adri Embarba,ESP,Almería,31,1992,27.5,928,770,150,35,0,16,171,16,94,36,31,0,609,8,43,Midfielder,Forward,La Liga
Breel Embolo,SUI,Monaco,26,1997,2.0,46,46,0,0,0,0,1,0,0,0,0,0,37,0,2,,Forward,Ligue 1
Emanuel Emegha,NED,Strasbourg,20,2003,23.1,294,278,16,1,0,0,1,1,0,0,0,0,215,0,10,,Forward,Ligue 1
Emerson,BRA,Tottenham,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23,,Defender,Premier League
Youssef En-Nesyri,MAR,Sevilla,26,1997,28.6,318,271,47,0,2,2,4,3,0,0,0,0,205,0,13,,Forward,La Liga
Julio Enciso,PAR,Brighton,19,2004,5.3,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5,Forward,Midfielder,Premier League
Wataru Endo,JPN,Liverpool,30,1993,19.1,1315,1295,16,13,5,1,4,2,0,0,0,0,1157,4,19,,Midfielder,Premier League
Arne Engels,BEL,Augsburg,19,2003,15.6,587,498,85,19,3,9,80,30,36,20,13,0,394,4,23,Defender,Midfielder,Bundesliga
Christian Eriksen,DEN,Manchester Utd,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13,,Midfielder,Premier League
Martin Erlic,CRO,Sassuolo,25,1998,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7,,Defender,Serie A
Gonzalo Escalante,ARG,Cádiz,30,1993,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12,,Midfielder,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Aarón Escandell,ESP,Las Palmas,27,1995,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0,,Goalkeeper,La Liga
Alfonso Espino,URU,Rayo Vallecano,31,1992,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41,,Defender,La Liga
Bernardo Espinosa,COL,Girona,34,1989,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,,Defender,La Liga
Maxime Estève,FRA,Burnley,21,2002,14.5,821,754,66,13,1,3,5,5,0,0,0,0,690,1,10,,Defender,Premier League
Maxime Estève,FRA,Montpellier,21,2002,11.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5,,Defender,Ligue 1
Oscar Estupiñan,COL,Metz,26,1996,2.9,61,54,5,0,0,0,1,0,0,0,0,0,41,2,1,,Forward,Ligue 1
Pervis Estupiñán,ECU,Brighton,25,1998,13.8,962,851,107,22,1,3,65,73,12,6,2,0,809,4,20,,Defender,Premier League
Karl Etta,CMR,Cádiz,19,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,,Forward,La Liga
Jonny Evans,NIR,Manchester Utd,35,1988,15.5,832,778,51,18,1,0,0,3,0,0,0,0,729,3,7,,Defender,Premier League
Eberechi Eze,ENG,Crystal Palace,25,1998,22.8,909,759,144,54,7,6,107,5,71,30,23,3,700,6,20,Forward,Midfielder,Premier League
Abdessamad Ezzalzouli,MAR,Barcelona,21,2001,0.8,37,32,5,0,0,0,7,4,1,1,0,0,23,0,1,Midfielder,Forward,La Liga
Abdessamad Ezzalzouli,MAR,Betis,21,2001,9.6,353,340,11,3,3,2,33,5,3,1,1,0,232,2,20,,Forward,La Liga
Giovanni Fabbian,ITA,Bologna,20,2003,11.7,287,282,5,3,1,1,4,2,0,0,0,0,225,0,7,Forward,Midfielder,Serie A
Łukasz Fabiański,POL,West Ham,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1,,Goalkeeper,Premier League
Nicolò Fagioli,ITA,Juventus,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2,,Midfielder,Serie A
