Player,Nation,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position_2,Position,League
Dion Lopy,SEN,Almería,21,2002,21.3,62,37,36,20,6,17,44,38.6,27,23,5,18,15,77,22,2,,Midfielder,La Liga
Anthony Losilla,FRA,Bochum,37,1986,28.6,63,37,15,40,8,23,51,45.1,28,37,8,29,25,88,51,0,,Midfielder,Bundesliga
Jordan Lotomba,SUI,Nice,24,1998,20.0,36,28,18,9,9,25,35,71.4,10,30,9,21,16,52,26,1,,Defender,Ligue 1
Tom Louchet,FRA,Nice,20,2003,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,Defender,Midfielder,Ligue 1
Imran Louza,MAR,Lorient,24,1999,9.6,13,7,2,8,3,2,8,25.0,6,8,1,7,9,22,4,0,,Midfielder,Ligue 1
Matteo Lovato,ITA,Torino,23,2000,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10,0,,Defender,Serie A
Matteo Lovato,ITA,Salernitana,23,2000,10.5,27,14,17,8,2,16,24,66.7,8,14,7,7,18,45,41,1,,Defender,Serie A
Dejan Lovren,CRO,Lyon,34,1989,8.0,9,7,6,3,0,3,7,42.9,4,6,5,1,12,21,37,0,,Defender,Ligue 1
Sandi Lovrić,SVN,Udinese,25,1998,22.1,25,12,9,11,5,9,23,39.1,14,21,2,19,21,46,24,0,,Midfielder,Serie A
Max Lowe,ENG,Sheffield Utd,26,1997,5.6,21,10,13,5,3,8,15,53.3,7,10,4,6,5,26,15,0,Midfielder,Defender,Premier League
Anthony Lozano,HON,Getafe,30,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Forward,Midfielder,La Liga
Anthony Lozano,HON,Almería,30,1993,8.6,7,5,2,5,0,4,7,57.1,3,6,1,5,2,9,12,0,,Forward,La Liga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Lucas,BRA,Cádiz,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0,,Defender,La Liga
Lorenzo Lucca,ITA,Udinese,22,2000,28.8,19,11,4,11,4,5,20,25.0,15,18,3,15,3,22,36,1,,Forward,Serie A
Jhon Lucumí,COL,Bologna,25,1998,24.6,48,29,31,17,0,27,36,75.0,9,32,17,15,16,64,68,2,,Defender,Serie A
José Luis Gayà,ESP,Valencia,28,1995,19.9,71,36,44,23,4,43,67,64.2,24,18,3,15,11,82,42,0,,Defender,La Liga
José Luis Morales,ESP,Villarreal,36,1987,11.6,5,3,1,4,0,3,13,23.1,10,9,1,8,7,12,4,0,Midfielder,Forward,La Liga
José Luis Palomino,ARG,Atalanta,33,1990,0.3,2,1,1,1,0,1,1,100.0,0,2,1,1,1,3,6,0,,Defender,Serie A
Douglas Luiz,BRA,Aston Villa,25,1998,33.3,58,38,21,27,10,25,53,47.2,28,32,8,24,23,81,18,2,,Midfielder,Premier League
Romelu Lukaku,BEL,Roma,30,1993,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19,1,,Forward,Serie A
Castello Lukeba,FRA,RB Leipzig,20,2002,24.3,19,12,10,9,0,10,12,83.3,2,35,13,22,12,31,94,2,,Defender,Bundesliga
Dodi Lukebakio,BEL,Sevilla,25,1997,12.5,5,2,2,2,1,1,6,16.7,5,9,2,7,2,7,5,0,Midfielder,Forward,La Liga
Saša Lukić,SRB,Fulham,26,1996,12.5,33,19,9,17,7,18,39,46.2,21,18,5,13,16,49,19,1,,Midfielder,Premier League
Karlo Lulić,CRO,Frosinone,27,1996,0.2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,,Midfielder,Serie A
Andriy Lunin,UKR,Real Madrid,24,1999,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,,Goalkeeper,La Liga
Sebastiano Luperto,ITA,Empoli,26,1996,37.8,37,26,25,10,2,15,24,62.5,9,46,35,11,32,69,157,1,,Defender,Serie A
Mateus Lusuardi,BRA,Frosinone,19,2004,2.4,2,1,1,1,0,1,3,33.3,2,4,2,2,4,6,8,0,,Defender,Serie A
Andreas Luthe,GER,Bochum,36,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Goalkeeper,Bundesliga
Zito Luvumbo,ANG,Cagliari,21,2002,21.6,9,6,5,2,2,4,15,26.7,11,19,0,19,1,10,2,0,Midfielder,Forward,Serie A
Charalambos Lykogiannis,GRE,Bologna,29,1993,10.0,10,6,5,4,1,5,10,50.0,5,15,5,10,5,15,30,0,,Defender,Serie A
Senne Lynen,BEL,Werder Bremen,24,1999,20.0,64,38,33,27,4,30,70,42.9,40,41,8,33,41,105,56,0,,Midfielder,Bundesliga
Joshua M'Bahia,CIV,Clermont Foot,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Ligue 1
Othmane Maamma,FRA,Montpellier,17,2005,1.0,3,3,2,0,1,1,1,100.0,0,3,0,3,0,3,0,0,,Forward,Ligue 1
Ian Maatsen,NED,Chelsea,21,2002,2.3,3,2,1,1,1,0,4,0.0,4,4,0,4,3,6,10,0,Midfielder,Forward,Premier League
Ian Maatsen,NED,Dortmund,21,2002,14.0,30,22,15,9,6,16,30,53.3,14,22,4,18,13,43,26,0,,Defender,Bundesliga
Alexis Mac Allister,ARG,Liverpool,24,1998,28.9,99,55,35,50,14,59,125,47.2,66,65,8,57,35,134,25,1,,Midfielder,Premier League
Deiver Machado,COL,Lens,29,1993,12.5,24,18,10,10,4,15,20,75.0,5,13,2,11,7,31,8,0,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Darwin Machís,VEN,Cádiz,30,1993,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0,,Midfielder,La Liga
James Maddison,ENG,Tottenham,26,1996,23.7,33,19,5,18,10,15,29,51.7,14,15,3,12,13,46,10,1,,Midfielder,Premier League
Noni Madueke,ENG,Chelsea,21,2002,11.7,16,10,8,4,4,11,34,32.4,23,11,0,11,4,20,14,0,,Forward,Premier League
Pablo Maffeo,ESP,Mallorca,26,1997,16.2,35,22,18,13,4,23,40,57.5,17,12,2,10,10,45,23,0,,Defender,La Liga
Gabriel Magalhães,BRA,Arsenal,25,1997,33.8,48,28,24,22,2,17,22,77.3,5,44,33,11,31,79,100,1,,Defender,Premier League
Soungoutou Magassa,FRA,Monaco,19,2003,15.0,56,26,22,32,2,26,48,54.2,22,21,4,17,21,77,36,2,Midfielder,Defender,Ligue 1
Giulio Maggiore,ITA,Salernitana,25,1998,20.0,49,29,26,22,1,20,42,47.6,22,27,5,22,24,73,38,0,,Midfielder,Serie A
Matej Maglica,CRO,Darmstadt 98,24,1998,18.9,35,21,25,10,0,22,36,61.1,14,29,11,18,22,57,92,5,,Defender,Bundesliga
Giangiacomo Magnani,ITA,Hellas Verona,27,1995,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0,,Defender,Serie A
Hugo Magnetti,FRA,Brest,25,1998,26.0,49,27,18,26,5,24,58,41.4,34,19,1,18,18,67,18,0,,Midfielder,Ligue 1
Yohann Magnin,FRA,Clermont Foot,26,1997,18.7,49,31,12,32,5,22,47,46.8,25,38,13,25,19,68,26,1,,Midfielder,Ligue 1
Frank Magri,CMR,Toulouse,23,1999,16.0,22,14,5,12,5,15,21,71.4,6,16,4,12,4,26,17,0,Midfielder,Forward,Ligue 1
Harry Maguire,ENG,Manchester Utd,30,1993,18.4,24,17,14,10,0,12,22,54.5,10,33,24,9,25,49,83,1,,Defender,Premier League
Jon Magunacelaya,ESP,Real Sociedad,23,2000,1.3,5,3,2,3,0,4,8,50.0,4,3,0,3,0,5,2,0,Midfielder,Forward,La Liga
Adel Mahamoud,COM,Nantes,20,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,,Forward,Ligue 1
Arne Maier,GER,Augsburg,24,1999,11.1,14,9,5,8,1,5,14,35.7,9,19,2,17,6,20,11,0,,Midfielder,Bundesliga
Habib Maïga,CIV,Metz,27,1996,1.6,2,2,1,0,1,1,3,33.3,2,2,0,2,4,6,2,0,Forward,Midfielder,Ligue 1
Mike Maignan,FRA,Milan,28,1995,29.0,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,4,3,,Goalkeeper,Serie A
Linton Maina,GER,Köln,24,1999,21.1,18,15,11,5,2,9,28,32.1,19,12,1,11,6,24,12,0,Midfielder,Forward,Bundesliga
Patrick Mainka,GER,Heidenheim,28,1994,34.0,85,49,58,24,3,38,74,51.4,36,66,32,34,49,134,158,1,,Defender,Bundesliga
Kobbie Mainoo,ENG,Manchester Utd,18,2005,21.4,47,27,20,16,11,21,45,46.7,24,20,12,8,22,69,30,1,,Midfielder,Premier League
Ainsley Maitland-Niles,ENG,Lyon,25,1997,15.9,34,18,12,14,8,19,37,51.4,18,16,6,10,17,51,29,1,Midfielder,Defender,Ligue 1
Radosław Majecki,POL,Monaco,23,1999,12.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1,,Goalkeeper,Ligue 1
Lovro Majer,CRO,Rennes,25,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Midfielder,Ligue 1
Lovro Majer,CRO,Wolfsburg,25,1998,23.4,39,18,17,22,0,12,31,38.7,19,20,1,19,12,51,13,0,Forward,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Jean-Victor Makengo,FRA,Lorient,25,1998,5.3,5,4,3,2,0,2,6,33.3,4,12,1,11,8,13,5,0,Forward,Midfielder,Ligue 1
Jordy Makengo,FRA,Freiburg,21,2001,11.4,17,11,11,5,1,6,10,60.0,4,16,4,12,11,28,37,0,,Defender,Bundesliga
Antoine Makoumbou,CGO,Cagliari,25,1998,30.0,41,24,21,15,5,15,30,50.0,15,23,4,19,16,57,27,2,,Midfielder,Serie A
Nemanja Maksimović,SRB,Getafe,28,1995,36.3,65,43,26,31,8,23,41,56.1,18,56,23,33,46,111,61,0,,Midfielder,La Liga
Julián Malatini,ARG,Werder Bremen,22,2001,6.7,18,13,12,3,3,16,24,66.7,8,8,1,7,13,31,26,0,,Defender,Bundesliga
Daniel Maldini,ITA,Monza,21,2001,3.7,3,2,0,2,1,3,6,50.0,3,2,0,2,2,5,1,0,Forward,Midfielder,Serie A
Daniel Maldini,ITA,Empoli,21,2001,2.9,4,2,0,2,2,2,2,100.0,0,5,0,5,2,6,2,0,Midfielder,Forward,Serie A
Youssef Maleh,MAR,Empoli,24,1998,28.9,74,48,30,36,8,23,52,44.2,29,62,7,55,25,99,29,0,,Midfielder,Serie A
Donyell Malen,NED,Dortmund,24,1999,19.8,11,7,5,3,3,2,6,33.3,4,11,4,7,2,13,8,0,Midfielder,Forward,Bundesliga
Ruslan Malinovskyi,UKR,Genoa,30,1993,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,40,16,0,,Midfielder,Serie A
Lennard Maloney,USA,Heidenheim,23,1999,25.4,43,26,14,24,5,25,59,42.4,34,33,9,24,25,68,88,0,,Midfielder,Bundesliga
Aaron Malouda,FRA,Lille,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Ligue 1
Giorgi Mamardashvili,GEO,Valencia,22,2000,36.5,4,3,4,0,0,4,4,100.0,0,1,0,1,2,6,22,2,,Goalkeeper,La Liga
David Mamutovic,GER,Mainz 05,22,2000,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Defender,Forward,Bundesliga
Wilson Manafá,POR,Granada,29,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,Midfielder,Defender,La Liga
Hianga Mananga Mbock,FRA,Brest,23,1999,0.1,1,0,0,0,1,1,2,50.0,1,0,0,0,1,2,0,0,Forward,Midfielder,Ligue 1
Gianluca Mancini,ITA,Roma,27,1996,31.9,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,,Defender,Serie A
Marco Mancosu,ITA,Cagliari,34,1988,1.7,3,0,0,2,1,1,2,50.0,1,0,0,0,0,3,0,0,Forward,Midfielder,Serie A
Steve Mandanda,FRA,Rennes,38,1985,34.0,2,0,2,0,0,2,4,50.0,2,0,0,0,0,2,6,1,,Goalkeeper,Ligue 1
Christos Mandas,GRE,Lazio,21,2001,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1,,Goalkeeper,Serie A
Reinildo Mandava,MOZ,Atlético Madrid,29,1994,8.1,30,22,16,11,3,19,22,86.4,3,10,2,8,15,45,21,0,,Defender,La Liga
Aïssa Mandi,ALG,Villarreal,31,1991,12.4,13,8,8,5,0,7,14,50.0,7,10,7,3,8,21,41,0,,Defender,La Liga
Rolando Mandragora,ITA,Fiorentina,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1,,Midfielder,Serie A
Orel Mangala,BEL,Nott'ham Forest,25,1998,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,,Midfielder,Premier League
Orel Mangala,BEL,Lyon,25,1998,4.4,5,3,0,2,3,1,3,33.3,2,3,2,1,5,10,6,0,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Vito Mannone,ITA,Lille,35,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Ligue 1
Kostas Manolas,GRE,Salernitana,32,1991,5.4,9,5,6,3,0,6,8,75.0,2,10,7,3,2,11,20,0,,Defender,Serie A
Javier Manquillo,ESP,Celta Vigo,29,1994,8.3,15,11,6,5,4,8,15,53.3,7,14,3,11,3,18,17,0,Midfielder,Defender,La Liga
Braydon Manu,GHA,Darmstadt 98,26,1997,1.9,2,0,0,1,1,0,0,0,0,1,0,1,0,2,0,0,,Midfielder,Bundesliga
Benson Manuel,ANG,Burnley,26,1997,1.3,3,2,2,1,0,0,0,0,0,1,0,1,0,3,0,0,Forward,Midfielder,Premier League
Faitout Maouassa,FRA,Granada,25,1998,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0,Midfielder,Defender,La Liga
Faitout Maouassa,FRA,Lens,25,1998,0.8,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0,Defender,Midfielder,Ligue 1
Marcão,BRA,Sevilla,27,1996,3.9,9,6,5,4,0,6,10,60.0,4,8,6,2,4,13,11,1,,Defender,La Liga
Solly March,ENG,Brighton,29,1994,6.2,19,14,9,7,3,8,14,57.1,6,5,0,5,11,30,8,0,Defender,Forward,Premier League
Riccardo Marchizza,ITA,Frosinone,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,,Defender,Serie A
Gian Marco Ferrari,ITA,Sassuolo,31,1992,25.2,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,,Defender,Serie A
Óscar de Marcos,ESP,Athletic Club,34,1989,25.1,56,39,26,24,6,42,71,59.2,29,28,6,22,15,71,44,0,,Defender,La Liga
Alberto Marí,ESP,Valencia,22,2001,3.1,4,2,0,1,3,1,1,100.0,0,3,0,3,0,4,5,0,,Forward,La Liga
José Mari,ESP,Cádiz,35,1987,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0,Forward,Midfielder,La Liga
Pablo Marí,ESP,Monza,29,1993,29.1,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1,,Defender,Serie A
José María Giménez,URU,Atlético Madrid,28,1995,14.7,18,10,10,7,1,5,16,31.3,11,16,12,4,10,28,95,0,,Defender,La Liga
Mariano,DOM,Sevilla,29,1993,2.7,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0,Midfielder,Forward,La Liga
Mirko Marić,CRO,Monza,28,1995,3.2,4,0,2,1,1,0,2,0.0,2,4,0,4,2,6,3,0,,Forward,Serie A
Rafa Marín,ESP,Alavés,21,2002,27.1,32,20,23,9,0,14,27,51.9,13,34,21,13,33,65,129,2,,Defender,La Liga
Răzvan Marin,ROU,Empoli,27,1996,20.2,40,22,13,23,4,19,29,65.5,10,16,4,12,6,46,30,2,,Midfielder,Serie A
Diego Mariño,ESP,Almería,33,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Goalkeeper,La Liga
Guillermo Maripán,CHI,Monaco,29,1994,19.6,22,8,15,6,1,10,27,37.0,17,26,13,13,30,52,106,4,,Defender,Ligue 1
Mika Màrmol,ESP,Las Palmas,21,2002,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2,,Defender,La Liga
Omar Marmoush,EGY,Eint Frankfurt,24,1999,25.6,21,11,7,8,6,6,16,37.5,10,13,0,13,11,32,7,0,Midfielder,Forward,Bundesliga
Marquinhos,BRA,Nantes,20,2003,1.7,3,2,2,0,1,1,4,25.0,3,7,2,5,6,9,1,0,Midfielder,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Marquinhos,BRA,Paris S-G,29,1994,17.1,19,11,10,7,2,11,17,64.7,6,29,19,10,17,36,58,1,,Defender,Ligue 1
Unai Marrero,ESP,Real Sociedad,21,2001,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,La Liga
Agustín Martegani,ARG,Salernitana,23,2000,8.1,13,7,7,3,3,6,18,33.3,12,4,1,3,4,17,7,1,,Midfielder,Serie A
Eric Martel,GER,Köln,21,2002,27.3,70,43,32,34,4,37,67,55.2,30,65,19,46,43,113,80,0,,Midfielder,Bundesliga
Roger Martí,ESP,Cádiz,32,1991,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0,,Forward,La Liga
Anthony Martial,FRA,Manchester Utd,27,1995,5.0,4,1,1,1,2,1,1,100.0,0,4,0,4,0,4,3,0,,Forward,Premier League
Aarón Martín,ESP,Genoa,26,1997,15.3,21,10,7,10,4,9,22,40.9,13,12,4,8,9,30,15,0,,Defender,Serie A
Iván Martín,ESP,Girona,24,1999,30.3,44,25,22,15,7,22,57,38.6,35,25,3,22,21,65,14,0,,Midfielder,La Liga
Jon Martin,ESP,Real Sociedad,17,2006,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,Defender,La Liga
Jonas Martin,FRA,Brest,33,1990,13.4,43,27,17,24,2,21,36,58.3,15,16,2,14,9,52,28,2,,Midfielder,Ligue 1
Mario Martín,ESP,Real Madrid,19,2004,0.2,5,1,0,2,3,3,4,75.0,1,2,1,1,0,5,0,0,,Midfielder,La Liga
Gabriel Martinelli,BRA,Arsenal,22,2001,22.4,30,24,9,12,9,13,32,40.6,19,23,1,22,5,35,9,1,,Forward,Premier League
Tommaso Martinelli,ITA,Fiorentina,17,2006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Arnau Martinez,ESP,Girona,20,2003,13.8,25,16,17,6,2,15,32,46.9,17,15,5,10,10,35,41,3,,Defender,La Liga
Emiliano Martínez,ARG,Aston Villa,30,1992,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,,Goalkeeper,Premier League
Iñigo Martínez,ESP,Barcelona,32,1991,14.4,10,7,9,1,0,6,8,75.0,2,13,10,3,11,21,50,0,,Defender,La Liga
Josep Martinez,ESP,Genoa,25,1998,36.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,3,,Goalkeeper,Serie A
Lautaro Martínez,ARG,Inter,25,1997,29.5,22,16,4,13,5,4,19,21.1,15,30,1,29,20,42,10,0,,Forward,Serie A
Lisandro Martínez,ARG,Manchester Utd,25,1998,7.2,12,8,8,4,0,5,12,41.7,7,10,8,2,5,17,26,0,,Defender,Premier League
Marc Martínez,ESP,Granada,33,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,,Goalkeeper,La Liga
Lucas Martínez Quarta,ARG,Fiorentina,27,1996,25.5,75,47,43,28,4,36,54,66.7,18,38,14,24,30,105,69,4,,Defender,Serie A
Adam Marušić,MNE,Lazio,30,1992,34.4,45,31,24,19,2,27,49,55.1,22,27,7,20,29,74,63,2,,Defender,Serie A
Marvin,ESP,Las Palmas,23,2000,20.6,39,25,18,17,4,18,36,50.0,18,28,2,26,14,53,18,1,Defender,Forward,La Liga
Omar Mascarell,EQG,Mallorca,30,1993,17.5,33,16,16,17,0,18,35,51.4,17,24,8,16,31,64,30,1,,Midfielder,La Liga
Adam Masina,MAR,Udinese,29,1994,0.7,4,0,2,2,0,2,4,50.0,2,2,1,1,2,6,5,0,,Defender,Serie A
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Adam Masina,MAR,Torino,29,1994,11.4,17,12,8,8,1,5,20,25.0,15,12,6,6,11,28,30,0,,Defender,Serie A
Erhan Mašović,SRB,Bochum,24,1998,24.7,64,40,37,22,5,37,70,52.9,33,32,10,22,25,89,75,2,Midfielder,Defender,Bundesliga
Han-Noah Massengo,FRA,Burnley,22,2001,0.2,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,Defender,Midfielder,Premier League
Roberto Massimo,GER,Stuttgart,22,2000,0.9,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,1,0,Defender,Forward,Bundesliga
Clinton Mata,ANG,Lyon,30,1992,24.7,43,24,29,8,6,23,40,57.5,17,35,16,19,40,83,61,0,,Defender,Ligue 1
Jaime Mata,ESP,Getafe,34,1988,19.9,24,15,12,8,4,11,26,42.3,15,18,1,17,17,41,31,0,Midfielder,Forward,La Liga
Pape Matar Sarr,SEN,Tottenham,20,2002,23.0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1,,Midfielder,Premier League
Eliot Matazo,BEL,Monaco,21,2002,1.1,3,1,0,3,0,2,4,50.0,2,1,1,0,3,6,0,0,,Midfielder,Ligue 1
Jean-Philippe Mateta,FRA,Crystal Palace,26,1997,25.4,22,15,4,11,7,6,10,60.0,4,13,4,9,4,26,14,0,,Forward,Premier League
Nemanja Matić,SRB,Rennes,34,1988,11.4,19,10,7,9,3,9,12,75.0,3,15,7,8,27,46,19,0,,Midfielder,Ligue 1
Nemanja Matić,SRB,Lyon,34,1988,13.9,17,11,8,7,2,9,19,47.4,10,17,6,11,16,33,17,1,,Midfielder,Ligue 1
Joël Matip,CMR,Liverpool,31,1991,8.7,12,6,7,4,1,8,12,66.7,4,16,12,4,9,21,43,0,,Defender,Premier League
Alex Matos,ENG,Chelsea,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Premier League
Chrislain Matsima,FRA,Clermont Foot,21,2002,13.1,18,11,11,7,0,10,18,55.6,8,14,10,4,13,31,74,1,,Defender,Ligue 1
Chrislain Matsima,FRA,Monaco,21,2002,3.3,9,7,5,3,1,2,7,28.6,5,4,1,3,4,13,4,0,,Defender,Ligue 1
Jean Mattéo Bahoya,FRA,Eint Frankfurt,18,2005,2.0,3,1,0,3,0,1,4,25.0,3,2,0,2,1,4,1,0,Forward,Midfielder,Bundesliga
Remi Matthews,ENG,Crystal Palace,29,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,Goalkeeper,Premier League
Alan Matturro,URU,Genoa,18,2004,1.2,1,1,1,0,0,1,1,100.0,0,6,3,3,2,3,4,0,,Defender,Serie A
Azor Matusiwa,NED,Reims,25,1998,15.4,39,27,17,19,3,22,32,68.8,10,21,3,18,33,72,32,1,,Midfielder,Ligue 1
Azor Matusiwa,NED,Rennes,25,1998,8.8,7,3,3,4,0,4,7,57.1,3,9,2,7,11,18,17,0,,Midfielder,Ligue 1
Neal Maupay,FRA,Brentford,26,1996,14.7,10,7,4,5,1,3,13,23.1,10,11,0,11,2,12,3,0,,Forward,Premier League
Neal Maupay,FRA,Everton,26,1996,1.2,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,1,0,,Forward,Premier League
Aïman Maurer,MAR,Clermont Foot,18,2004,0.6,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0,Forward,Midfielder,Ligue 1
Konstantinos Mavropanos,GRE,West Ham,25,1997,16.7,28,16,17,9,2,17,21,81.0,4,21,13,8,23,51,79,3,,Defender,Premier League
Christian Mawissa,FRA,Toulouse,18,2005,12.4,22,15,14,4,4,9,23,39.1,14,22,11,11,22,44,41,1,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,,Po,Bundesliga
Philipp Max,GER,Eint Frankfurt,29,1993,15.0,26,17,6,18,2,19,26,73.1,7,18,1,17,7,33,18,2,,Defender,Bundesliga
Eric Maxim Choupo-Moting,CMR,Bayern Munich,34,1989,8.0,17,12,8,5,4,6,14,42.9,8,5,0,5,7,24,7,0,Forward,Midfielder,Bundesliga
Luís Maximiano,POR,Almería,24,1999,33.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,19,2,,Goalkeeper,La Liga
Noam Mayoka-Tika,BEL,Marseille,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Midfielder,Ligue 1
Borja Mayoral,ESP,Getafe,26,1997,23.9,9,5,2,2,5,5,22,22.7,17,7,0,7,4,13,16,0,,Forward,La Liga
Senny Mayulu,FRA,Paris S-G,17,2006,3.6,13,8,6,6,1,6,7,85.7,1,1,0,1,3,16,0,0,Midfielder,Forward,Ligue 1
Youssef Maziz,FRA,Metz,25,1998,1.4,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,2,0,Midfielder,Forward,Ligue 1
Noussair Mazraoui,MAR,Bayern Munich,25,1997,13.3,32,21,14,11,7,13,21,61.9,8,14,1,13,20,52,27,1,,Defender,Bundesliga
Luca Mazzitelli,ITA,Frosinone,27,1995,24.6,45,23,15,24,6,26,49,53.1,23,23,7,16,19,64,62,0,,Midfielder,Serie A
Pasquale Mazzocchi,ITA,Salernitana,28,1995,14.1,25,19,14,10,1,16,29,55.2,13,14,6,8,5,30,31,0,,Defender,Serie A
Pasquale Mazzocchi,ITA,Napoli,28,1995,4.8,5,2,1,2,2,2,3,66.7,1,5,1,4,1,6,13,0,,Defender,Serie A
Kevin Mbabu,SUI,Augsburg,28,1995,22.7,51,39,25,18,8,23,40,57.5,17,29,9,20,24,75,48,0,,Defender,Bundesliga
Noah Mbamba,BEL,Leverkusen,18,2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,Midfielder,Bundesliga
