Player,Nation,Squad,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Position_2,Position,League
Jordi Mboula,ESP,Hellas Verona,24,1999,3.4,0,4,1,25.0,1.17,0.29,0.00,0.00,15.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Midfielder,Forward,Serie A
Nathanael Mbuku,FRA,Augsburg,21,2002,0.1,0,1,0,0.0,18.00,0.00,0.00,0,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,,Forward,Bundesliga
James Mcatee,ENG,Sheffield Utd,20,2002,20.2,3,25,8,32.0,1.23,0.40,0.08,0.25,18.6,2,1,1,3.1,2.3,0.09,-0.1,-0.3,Forward,Midfielder,Premier League
James Mcatee,ENG,Manchester City,20,2002,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
Oliver McBurnie,SCO,Sheffield Utd,27,1996,14.2,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,,Forward,Premier League
James McConnell,ENG,Liverpool,18,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
John McGinn,SCO,Aston Villa,28,1994,33.3,6,40,14,35.0,1.20,0.42,0.15,0.43,19.5,3,0,0,5.0,5.0,0.12,+1.0,+1.0,Forward,Midfielder,Premier League
Scott McKenna,SCO,Nott'ham Forest,26,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,0,10.8,0,0,0,0.2,0.2,0.10,-0.2,-0.2,,Defender,Premier League
Weston McKennie,USA,Juventus,24,1998,28.8,0,23,5,21.7,0.80,0.17,0.00,0.00,10.5,0,0,0,3.0,3.0,0.13,-3.0,-3.0,Defender,Midfielder,Serie A
Dwight McNeil,ENG,Everton,23,1999,32.1,3,57,14,24.6,1.77,0.44,0.05,0.21,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Forward,Midfielder,Premier League
Scott McTominay,SCO,Manchester Utd,26,1996,21.1,7,44,19,43.2,2.08,0.90,0.16,0.37,14.6,0,0,0,5.7,5.7,0.14,+1.3,+1.3,Forward,Midfielder,Premier League
Facundo Medina,ARG,Lens,24,1999,30.2,1,19,12,63.2,0.63,0.40,0.05,0.08,18.6,0,0,0,1.1,1.1,0.06,-0.1,-0.1,,Defender,Ligue 1
Ben Mee,ENG,Brentford,33,1989,14.1,2,10,2,20.0,0.71,0.14,0.20,1.00,12.7,0,0,0,1.5,1.5,0.15,+0.5,+0.5,,Defender,Premier League
Marvin Mehlem,GER,Darmstadt 98,25,1997,16.5,3,23,8,34.8,1.40,0.49,0.13,0.38,17.5,0,0,0,3.8,3.8,0.17,-0.8,-0.8,,Midfielder,Bundesliga
Bamo Meïté,CIV,Marseille,21,2001,7.1,0,1,0,0.0,0.14,0.00,0.00,0,7.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,Defender,Ligue 1
Bamo Meïté,CIV,Lorient,21,2001,1.6,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Hannibal Mejbri,TUN,Manchester Utd,20,2003,1.5,1,1,1,100.0,0.68,0.68,1.00,1.00,28.7,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Forward,Midfielder,Premier League
Hannibal Mejbri,TUN,Sevilla,20,2003,1.2,0,1,0,0.0,0.87,0.00,0.00,0,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,,Midfielder,La Liga
Óscar Melendo,ESP,Granada,25,1997,12.5,0,6,2,33.3,0.48,0.16,0.00,0.00,14.9,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Forward,Midfielder,La Liga
Gonzalo Melero,ESP,Almería,29,1994,12.3,1,14,4,28.6,1.14,0.33,0.07,0.25,11.7,0,0,0,2.0,2.0,0.14,-1.0,-1.0,Forward,Midfielder,La Liga
Birger Meling,NOR,Rennes,28,1994,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,12.2,0,0,0,0.2,0.2,0.15,-0.2,-0.2,,Defender,Ligue 1
Arthur Melo,BRA,Fiorentina,26,1996,22.1,2,11,5,45.5,0.50,0.23,0.09,0.20,28.6,0,1,1,1.0,0.3,0.02,+1.0,+0.7,,Midfielder,Serie A
Memphis,NED,Atlético Madrid,29,1994,9.9,5,38,15,39.5,3.83,1.51,0.13,0.33,17.5,3,0,0,5.8,5.8,0.15,-0.8,-0.8,,Forward,La Liga
Houboulang Mendes,GNB,Almería,25,1998,4.4,0,1,0,0.0,0.23,0.00,0.00,0,23.2,0,0,0,0.0,0.0,0.01,0.0,0.0,,Defender,La Liga
Nuno Mendes,POR,Paris S-G,21,2002,3.0,1,4,1,25.0,1.35,0.34,0.25,1.00,21.6,1,0,0,0.3,0.3,0.08,+0.7,+0.7,,Defender,Ligue 1
Tomás Mendes,ESP,Alavés,18,2004,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Brais Méndez,ESP,Real Sociedad,26,1997,26.8,5,66,15,22.7,2.46,0.56,0.08,0.33,20.7,10,0,0,4.2,4.2,0.06,+0.8,+0.8,Forward,Midfielder,La Liga
Bruno Méndez,URU,Granada,23,1999,14.8,2,8,4,50.0,0.54,0.27,0.25,0.50,15.8,0,0,0,0.6,0.6,0.08,+1.4,+1.4,,Defender,La Liga
Diego Méndez,ESP,Rayo Vallecano,19,2003,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,La Liga
Leonardo Mendicino,ITA,Atalanta,17,2006,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Serie A
Antoine Mendy,FRA,Nice,19,2004,4.6,0,2,1,50.0,0.43,0.22,0.00,0.00,20.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,Defender,Ligue 1
Benjamin Mendy,FRA,Lorient,29,1994,7.9,2,13,4,30.8,1.65,0.51,0.15,0.50,16.6,0,0,0,1.1,1.1,0.08,+0.9,+0.9,,Defender,Ligue 1
Ferland Mendy,FRA,Real Madrid,28,1995,19.1,0,5,1,20.0,0.26,0.05,0.00,0.00,19.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,,Defender,La Liga
Formose Mendy,SEN,Lorient,22,2001,14.0,0,7,2,28.6,0.50,0.14,0.00,0.00,14.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,,Defender,Ligue 1
Nampalys Mendy,SEN,Lens,31,1992,11.7,0,7,2,28.6,0.60,0.17,0.00,0.00,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,,Midfielder,Ligue 1
Teden Mengi,ENG,Luton Town,21,2002,27.4,1,11,4,36.4,0.40,0.15,0.09,0.25,17.6,0,0,0,0.6,0.6,0.05,+0.4,+0.4,,Defender,Premier League
Chris Mepham,WAL,Bournemouth,25,1997,6.9,0,1,1,100.0,0.15,0.15,0.00,0.00,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,,Defender,Premier League
Jorge Meré,ESP,Cádiz,26,1997,7.5,0,4,1,25.0,0.53,0.13,0.00,0.00,18.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,,Defender,La Liga
Alex Meret,ITA,Napoli,26,1997,30.8,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Mikel Merino,ESP,Real Sociedad,27,1996,27.6,5,30,11,36.7,1.09,0.40,0.17,0.45,13.9,0,0,0,3.3,3.3,0.11,+1.7,+1.7,,Midfielder,La Liga
Quentin Merlin,FRA,Marseille,21,2002,7.8,0,5,1,20.0,0.64,0.13,0.00,0.00,22.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Defender,Ligue 1
Quentin Merlin,FRA,Nantes,21,2002,14.3,0,14,3,21.4,0.98,0.21,0.00,0.00,20.4,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,Defender,Ligue 1
Junior Messias,BRA,Genoa,32,1991,11.7,1,22,3,13.6,1.88,0.26,0.05,0.33,18.2,1,0,0,1.6,1.6,0.07,-0.6,-0.6,Defender,Midfielder,Serie A
Thomas Meunier,BEL,Dortmund,31,1991,6.5,0,8,1,12.5,1.23,0.15,0.00,0.00,18.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,,Defender,Bundesliga
Bastien Meupiyou,FRA,Nantes,17,2006,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Alexander Meyer,GER,Dortmund,32,1991,7.7,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Omenuke Mfulu,COD,Las Palmas,29,1994,0.9,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Midfielder,La Liga
Lucas Michal,FRA,Monaco,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,Ligue 1
Sven Michel,GER,Augsburg,33,1990,6.5,2,12,5,41.7,1.85,0.77,0.08,0.20,20.7,0,1,2,2.4,0.8,0.07,-0.4,+0.2,Midfielder,Forward,Bundesliga
Miguel,ESP,Alavés,23,1999,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Midfielder,Forward,La Liga
Georges Mikautadze,GEO,Metz,22,2000,19.4,13,55,24,43.6,2.83,1.24,0.18,0.42,17.7,4,3,3,9.5,7.2,0.13,+3.5,+2.8,,Forward,Ligue 1
Nikola Milenković,SRB,Fiorentina,25,1997,27.9,0,10,3,30.0,0.36,0.11,0.00,0.00,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,,Defender,Serie A
Lewis Miley,ENG,Newcastle Utd,17,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,,Midfielder,Premier League
Arkadiusz Milik,POL,Juventus,29,1994,10.2,4,37,13,35.1,3.62,1.27,0.11,0.31,13.6,3,0,0,5.1,5.1,0.14,-1.1,-1.1,,Forward,Serie A
Vanja Milinković-Savić,SRB,Torino,26,1997,36.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Éder Militão,BRA,Real Madrid,25,1998,5.5,0,2,2,100.0,0.36,0.36,0.00,0.00,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,,Defender,La Liga
Luis Milla,ESP,Getafe,28,1994,23.5,0,16,5,31.3,0.68,0.21,0.00,0.00,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,,Midfielder,La Liga
Enzo Millot,FRA,Stuttgart,21,2002,24.9,5,38,17,44.7,1.53,0.68,0.11,0.24,19.4,0,1,1,5.3,4.5,0.12,-0.3,-0.5,Forward,Midfielder,Bundesliga
James Milner,ENG,Brighton,37,1986,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Midfielder,Defender,Premier League
Jovan Milošević,SRB,Stuttgart,18,2005,0.3,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Midfielder,Forward,Bundesliga
Marko Milovanović,SRB,Almería,19,2003,3.4,1,5,1,20.0,1.46,0.29,0.20,1.00,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5,Midfielder,Forward,La Liga
Kim Min-jae,KOR,Bayern Munich,26,1996,21.9,1,10,3,30.0,0.46,0.14,0.10,0.33,10.4,0,0,0,0.8,0.8,0.08,+0.2,+0.2,,Defender,Bundesliga
Yerry Mina,COL,Fiorentina,28,1994,0.5,0,1,0,0.0,2.05,0.00,0.00,0,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Midfielder,Defender,Serie A
Yerry Mina,COL,Cagliari,28,1994,13.5,2,2,1,50.0,0.15,0.07,0.50,1.00,17.2,0,1,1,1.3,0.5,0.25,+0.7,+0.5,,Defender,Serie A
Takumi Minamino,JPN,Monaco,28,1995,23.5,9,60,28,46.7,2.55,1.19,0.15,0.32,17.1,0,0,0,5.9,5.9,0.10,+3.1,+3.1,,Midfielder,Ligue 1
Lucas Mincarelli,FRA,Montpellier,19,2004,10.9,1,6,3,50.0,0.55,0.28,0.17,0.33,17.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Midfielder,Defender,Ligue 1
Tyrone Mings,ENG,Aston Villa,30,1993,0.3,0,1,0,0.0,3.00,0.00,0.00,0,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,,Defender,Premier League
Óscar Mingueza,ESP,Celta Vigo,24,1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Midfielder,Defender,La Liga
Ignasi Miquel,ESP,Granada,30,1992,33.2,1,22,8,36.4,0.66,0.24,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4,,Defender,La Liga
Rafa Mir,ESP,Sevilla,26,1997,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,16.9,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Midfielder,Forward,La Liga
Ignacio Miramon,ARG,Lille,20,2003,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,,Midfielder,Ligue 1
Aleksei Miranchuk,RUS,Atalanta,27,1995,13.1,3,37,21,56.8,2.83,1.61,0.08,0.14,16.4,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Forward,Midfielder,Serie A
Juan Miranda,ESP,Betis,23,2000,20.6,1,16,6,37.5,0.78,0.29,0.06,0.17,18.6,1,0,0,1.6,1.6,0.11,-0.6,-0.6,,Defender,La Liga
Kevin Miranda,ITA,Sassuolo,20,2003,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Serie A
Antonio Mirante,ITA,Milan,40,1983,2.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Fabio Miretti,ITA,Juventus,19,2003,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,,Midfielder,Serie A
Filippo Missori,ITA,Sassuolo,19,2004,3.0,0,4,1,25.0,1.35,0.34,0.00,0.00,16.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,,Defender,Serie A
Tyrick Mitchell,ENG,Crystal Palace,23,1999,35.6,2,12,4,33.3,0.34,0.11,0.17,0.50,12.4,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Midfielder,Defender,Premier League
Kaoru Mitoma,JPN,Brighton,26,1997,16.5,3,34,15,44.1,2.06,0.91,0.09,0.20,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,,Forward,Premier League
Aleksandar Mitrović,SRB,Fulham,28,1994,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,,Forward,Premier League
Stefan Mitrović,SRB,Hellas Verona,20,2002,4.3,0,7,1,14.3,1.61,0.23,0.00,0.00,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Midfielder,Forward,Serie A
Stefan Mitrović,SRB,Getafe,33,1990,7.8,1,1,1,100.0,0.13,0.13,1.00,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9,,Defender,La Liga
Maximilian Mittelstädt,GER,Stuttgart,26,1997,23.4,2,21,6,28.6,0.90,0.26,0.10,0.33,23.3,0,0,0,0.9,0.9,0.04,+1.1,+1.1,,Defender,Bundesliga
Henrikh Mkhitaryan,ARM,Inter,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,19.5,0,0,0,3.6,3.6,0.09,-1.6,-1.6,,Midfielder,Serie A
Marko Mladenović,SRB,Eint Frankfurt,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Bundesliga
Jakub Moder,POL,Brighton,24,1999,6.9,0,11,3,27.3,1.60,0.44,0.00,0.00,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Defender,Midfielder,Premier League
Luka Modrić,CRO,Real Madrid,37,1985,18.8,2,25,10,40.0,1.33,0.53,0.08,0.20,21.9,1,0,0,1.3,1.3,0.05,+0.7,+0.7,,Midfielder,La Liga
Max Moerstedt,GER,Hoffenheim,,0,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,Forward,Defender,Bundesliga
Terem Moffi,NGA,Nice,24,1999,21.7,11,46,20,43.5,2.12,0.92,0.17,0.40,15.4,0,3,3,10.7,8.3,0.18,+0.3,-0.3,,Forward,Ligue 1
Mostafa Mohamed,EGY,Nantes,25,1997,22.2,8,62,23,37.1,2.79,1.03,0.08,0.22,15.6,4,3,3,7.8,5.5,0.09,+0.2,-0.5,,Forward,Ligue 1
Dion Moise Sahi,CIV,Strasbourg,21,2001,7.0,3,24,7,29.2,3.44,1.00,0.13,0.43,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Forward,Midfielder,Ligue 1
Johan Mojica,COL,Osasuna,30,1992,22.7,0,17,1,5.9,0.75,0.04,0.00,0.00,22.1,2,0,0,1.0,1.0,0.06,-1.0,-1.0,,Defender,La Liga
Alberto Moleiro,ESP,Las Palmas,19,2003,20.0,3,33,10,30.3,1.65,0.50,0.09,0.30,20.0,0,0,0,2.0,2.0,0.06,+1.0,+1.0,Midfielder,Forward,La Liga
Nahuel Molina,ARG,Atlético Madrid,25,1998,20.6,2,12,4,33.3,0.58,0.19,0.17,0.50,17.4,1,0,0,1.3,1.3,0.11,+0.7,+0.7,,Defender,La Liga
Florent Mollet,FRA,Nantes,31,1991,23.1,4,64,26,40.6,2.77,1.12,0.06,0.15,19.4,8,0,0,5.9,5.9,0.09,-1.9,-1.9,Forward,Midfielder,Ligue 1
Jon Moncayola,ESP,Osasuna,25,1998,20.0,1,16,5,31.3,0.80,0.25,0.06,0.20,23.0,0,0,0,0.6,0.6,0.04,+0.4,+0.4,,Midfielder,La Liga
Enzo Mongo,FRA,Nantes,18,2005,0.1,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Ilario Monterisi,ITA,Frosinone,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.40,0.67,8.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,,Defender,Serie A
César Montes,MEX,Almería,26,1997,19.9,0,13,2,15.4,0.65,0.10,0.00,0.00,11.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,,Defender,La Liga
Gonzalo Montiel,ARG,Nott'ham Forest,26,1997,8.9,0,3,0,0.0,0.34,0.00,0.00,0,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Defender,Premier League
Lorenzo Montipò,ITA,Hellas Verona,27,1996,37.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Serie A
Kieffer Moore,WAL,Bournemouth,30,1992,1.2,1,6,2,33.3,5.00,1.67,0.17,0.50,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Midfielder,Forward,Premier League
Mikey Moore,ENG,Tottenham,15,2007,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
Álvaro Morata,ESP,Atlético Madrid,30,1992,21.2,15,66,33,50.0,3.12,1.56,0.23,0.45,11.4,0,0,1,13.8,12.9,0.20,+1.2,+2.1,,Forward,La Liga
Diego Moreira,POR,Lyon,18,2004,3.0,0,5,2,40.0,1.67,0.67,0.00,0.00,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Midfielder,Forward,Ligue 1
Alberto Moreno,ESP,Villarreal,31,1992,16.5,2,17,5,29.4,1.03,0.30,0.12,0.40,19.8,0,0,0,0.7,0.7,0.04,+1.3,+1.3,,Defender,La Liga
Álex Moreno,ESP,Aston Villa,30,1993,11.5,2,8,4,50.0,0.70,0.35,0.25,0.50,12.3,0,0,0,1.1,1.1,0.14,+0.9,+0.9,,Defender,Premier League
Gerard Moreno,ESP,Villarreal,31,1992,24.6,10,60,18,30.0,2.44,0.73,0.13,0.44,15.3,0,2,3,9.7,7.3,0.12,+0.3,+0.7,,Forward,La Liga
Jorge Moreno,ESP,Osasuna,22,2001,0.2,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,La Liga
Mateu Morey,ESP,Dortmund,23,2000,1.2,0,1,1,100.0,0.82,0.82,0.00,0.00,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0,,Defender,Bundesliga
Ilaix Moriba,GUI,Getafe,20,2003,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,21.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Forward,Midfielder,La Liga
Manu Morlanes,ESP,Mallorca,24,1999,17.9,0,11,4,36.4,0.61,0.22,0.00,0.00,16.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,,Midfielder,La Liga
Nikola Moro,CRO,Bologna,25,1998,9.3,1,11,1,9.1,1.18,0.11,0.09,1.00,22.1,1,0,0,0.7,0.7,0.06,+0.3,+0.3,,Midfielder,Serie A
Carlton Morris,ENG,Luton Town,27,1995,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,Midfielder,Forward,Premier League
Cristhian Mosquera,COL,Valencia,19,2004,34.2,0,9,2,22.2,0.26,0.06,0.00,0.00,14.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,,Defender,La Liga
Yerson Mosquera,COL,Villarreal,22,2001,13.7,2,10,4,40.0,0.73,0.29,0.20,0.50,8.4,0,0,0,1.6,1.6,0.16,+0.4,+0.4,,Defender,La Liga
Dany Mota,POR,Monza,25,1998,22.8,4,38,11,28.9,1.67,0.48,0.11,0.36,14.4,0,0,0,3.6,3.6,0.09,+0.4,+0.4,Midfielder,Forward,Serie A
Lebo Mothiba,RSA,Strasbourg,27,1996,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,,Forward,Ligue 1
Youssoufa Moukoko,GER,Dortmund,18,2004,6.9,5,14,7,50.0,2.02,1.01,0.36,0.71,13.0,0,0,0,3.9,3.9,0.28,+1.1,+1.1,,Forward,Bundesliga
Steve Mounié,BEN,Brest,28,1994,19.7,6,60,25,41.7,3.05,1.27,0.10,0.24,11.4,0,0,0,8.9,8.9,0.15,-2.9,-2.9,,Forward,Ligue 1
Mason Mount,ENG,Manchester Utd,24,1999,5.7,1,5,1,20.0,0.87,0.17,0.20,1.00,13.6,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Forward,Midfielder,Premier League
Samuel Moutoussamy,COD,Nantes,26,1996,12.3,1,15,5,33.3,1.22,0.41,0.07,0.20,17.1,0,0,0,1.8,1.8,0.12,-0.8,-0.8,,Midfielder,Ligue 1
Loris Mouyokolo,FRA,Lorient,22,2001,1.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Defender,Ligue 1
Divin Mubama,ENG,West Ham,18,2004,0.9,0,1,0,0.0,1.13,0.00,0.00,0,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,,Forward,Premier League
Mykhailo Mudryk,UKR,Chelsea,22,2001,17.5,5,35,12,34.3,2.00,0.69,0.14,0.42,17.2,0,0,0,4.4,4.4,0.13,+0.6,+0.6,,Forward,Premier League
François Mughe,CMR,Marseille,19,2004,2.0,0,3,0,0.0,1.53,0.00,0.00,0,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Defender,Midfielder,Ligue 1
Nordi Mukiele,FRA,Paris S-G,25,1997,8.8,0,9,5,55.6,1.02,0.57,0.00,0.00,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3,,Defender,Ligue 1
Samuele Mulattieri,ITA,Sassuolo,22,2000,5.1,0,13,5,38.5,2.53,0.97,0.00,0.00,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Midfielder,Forward,Serie A
Andreas Müller,GER,Darmstadt 98,23,2000,3.9,0,3,1,33.3,0.77,0.26,0.00,0.00,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,,Midfielder,Bundesliga
Jannik Müller,GER,Darmstadt 98,29,1994,12.6,0,3,0,0.0,0.24,0.00,0.00,0,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Midfielder,Defender,Bundesliga
Kevin Müller,GER,Heidenheim,32,1991,34.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Goalkeeper,Bundesliga
Marcus Müller,GER,Mainz 05,20,2002,0.2,0,1,0,0.0,5.00,0.00,0.00,0,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,,Midfielder,Bundesliga
Thomas Müller,GER,Bayern Munich,33,1989,18.4,5,36,11,30.6,1.96,0.60,0.14,0.45,11.9,0,0,0,5.7,5.7,0.17,-0.7,-0.7,Forward,Midfielder,Bundesliga
Abdul Mumin,GHA,Rayo Vallecano,25,1998,18.8,1,6,1,16.7,0.32,0.05,0.17,1.00,15.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,,Defender,La Liga
Marshall Munetsi,ZIM,Reims,27,1996,24.1,4,44,16,36.4,1.82,0.66,0.09,0.25,12.8,0,0,0,6.2,6.2,0.15,-2.2,-2.2,,Midfielder,Ligue 1
Iker Muniain,ESP,Athletic Club,30,1992,6.6,2,13,7,53.8,1.97,1.06,0.15,0.29,14.3,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Forward,Midfielder,La Liga
Rodrigo Muniz,BRA,Fulham,22,2001,17.7,9,73,26,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,8.7,8.7,0.12,+0.3,+0.3,,Forward,Premier League
Aihen Muñoz,ESP,Real Sociedad,25,1997,12.5,0,7,2,28.6,0.56,0.16,0.00,0.00,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,,Defender,La Liga
Álvaro Muñoz,URU,Real Madrid,19,2004,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Forward,La Liga
Daniel Muñoz,COL,Crystal Palace,27,1996,16.0,0,8,0,0.0,0.50,0.00,0.00,0,8.5,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Midfielder,Defender,Premier League
Iker Muñoz,ESP,Osasuna,20,2002,20.6,4,23,6,26.1,1.12,0.29,0.17,0.67,21.6,0,0,0,1.1,1.1,0.05,+2.9,+2.9,,Midfielder,La Liga
Javier Muñoz,ESP,Las Palmas,28,1995,29.3,2,38,9,23.7,1.30,0.31,0.05,0.22,21.0,0,0,0,2.5,2.5,0.07,-0.5,-0.5,,Midfielder,La Liga
Finley Munroe,ENG,Aston Villa,18,2005,0.0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,,Midfielder,Premier League
